0.0554007,0.1896171,-0.1811277
0.0177658,-0.0848081,-0.1082249
0.0408225,0.1697531,-3.4929526
0.0305068,0.1655932,-2.8823147
3.1804242,0.0489607,-2.9778373
14.6302214,-0.0655608,-2.976742
21.7590046,-0.1413911,-2.980345
22.5932732,0.0175131,-2.9682908
19.8496399,-0.0841252,-3.0040433
19.6836052,-0.2576304,-2.973675
19.9973316,-0.0113682,-2.984509
20.0609322,2.7782195,-3.0101836
19.9711647,9.7344055,-2.9947927
19.9860783,21.4548607,-3.0011117
20.0478172,22.7624779,-2.9987626
20.097332,20.2091141,-2.9990599
19.9062824,19.5872707,-2.9928985
19.9396801,19.9839516,-3.0000694
18.2613926,20.063942,-3.004724
12.2368679,20.077095,-2.9939489
3.5947137,19.848093,-2.9837644
-2.8481307,19.976326,-3.0167253
-0.4750585,19.9791508,-3.0146523
0.3035199,19.9319439,-2.9834261
0.3866145,20.0941582,-2.9966486
0.3246169,19.9296246,-3.0106921
-0.0161174,20.0567608,-2.9901218
-0.0371886,18.252552,-2.9834816
-0.0676376,12.0383196,-3.0103688
-0.1101227,-0.14582,-2.9824233
0.0701203,-2.7095518,-2.9886892
0.12285,-0.419701,-2.9971035
-0.0813164,0.6011724,-1.9447433
0.1235097,0.108555,-0.0386013
-0.1279343,-0.228449,-0.1190416
0.0231727,-0.0809794,-0.0597694
0.1071533,-0.0662748,-0.0268103
