0.1609375,0.133148,-0.082547
0.2058415,-0.0161015,-0.0934778
0.0447875,-0.0760993,-0.1080346
-0.1104522,0.1170878,-0.1208846
0.1003693,-0.1169016,-0.1323393
0.0527102,-0.0863542,-0.1368238
-0.1261682,0.0974576,-0.1330385
0.044089,0.071867,-0.1210919
0.1236907,0.0508544,-0.2876303
0.0450846,0.1156019,-0.9326599
-0.0084276,0.1303479,-2.0113966
0.1381456,-0.0876228,-3.0235519
0.0381644,0.1215624,-3.6072247
-0.0914057,0.0557697,-3.5385046
0.2768608,-0.0958184,-3.1160469
0.6902189,0.0906011,-2.8449857
1.7339976,0.0851684,-2.9674804
2.9924266,0.0417068,-3.0644646
4.2345896,-0.0930762,-3.0147643
5.8419991,0.0409927,-2.995894
8.0010681,0.0619785,-3.0033975
10.0684271,0.0433624,-2.9977791
12.2661133,0.045401,-2.9804287
14.36724,0.1552763,-2.9692514
16.4321804,0.1752997,-2.9699078
18.6843872,-0.0307915,-2.9645486
20.4358807,-0.053226,-2.9677422
21.4880543,-0.075557,-2.9721642
22.4152756,-0.1443092,-2.971164
22.8990974,-0.0837423,-2.9832528
23.0907288,-0.0346513,-2.9962327
22.8518963,-0.239987,-3.0007479
22.0932579,-0.1466996,-3.0047393
21.364666,-0.041988,-3.0078533
20.749218,-0.0046213,-3.0060258
20.0011864,0.0266297,-2.9906588
19.7844219,0.0656831,-2.9884295
19.6441536,0.418623,-2.9842067
19.3960724,1.094897,-2.980103
19.203949,1.7410272,-2.970916
19.01861,3.0563846,-2.9726572
18.8725739,4.5965939,-2.9772186
19.0178528,6.0717039,-2.9890339
19.1230659,7.8256621,-2.9886086
19.2527924,9.8887978,-2.9899299
19.5173378,12.0539446,-3.0048819
19.581665,14.4636049,-3.0100713
19.6789742,16.5746002,-2.999028
19.8480606,18.4318523,-3.0045307
20.0784607,20.2230644,-3.0040863
20.2264366,21.5716496,-3.000778
19.9633904,22.6193447,-2.9925237
19.3350906,23.2153492,-2.9959183
18.7643776,23.6416035,-2.9900334
17.948391,24.1032085,-2.99194
16.5342369,24.3839912,-2.9884968
15.1539936,24.279995,-2.9812562
13.6570101,23.9371853,-2.9755661
12.1177034,23.6274071,-2.9852698
10.1078787,23.1088257,-2.9909809
8.0287037,22.5667133,-2.9971683
5.8864374,21.9214935,-2.9975166
4.0716796,21.2427158,-3.0013719
1.6844695,20.47155,-3.0059977
0.0041129,20.0000744,-3.0090594
-1.2376493,19.6070042,-3.0125592
-2.0612481,19.044445,-3.005477
-3.0239565,18.2576237,-3.0102651
-3.570487,17.1250114,-3.017653
-3.92891,15.6275606,-3.0095046
-4.2477388,14.2691345,-2.9993355
-4.1663518,12.5194407,-3.0055811
-3.821543,10.9785061,-3.00126
-3.333123,9.0437794,-2.9924262
-2.7231138,7.0200067,-2.9878564
-2.0317626,4.8711476,-2.9881577
-1.4493438,3.032253,-2.9724679
-0.5077906,0.9950904,-2.9689436
0.1688081,-0.3746665,-2.9792569
0.5363891,-1.4944876,-2.9825993
0.9223961,-2.2959726,-2.9793801
1.2911154,-2.7712674,-2.9925361
1.3393112,-2.6846027,-2.9987998
1.0348208,-2.4167755,-3.0121095
0.8097708,-1.9125372,-3.0144038
0.5453337,-1.0664729,-3.0131333
0.4062822,-0.4400763,-3.0080135
0.1597795,-0.1184288,-2.9984174
0.0438946,0.1476808,-2.8263106
0.0021921,0.4118864,-2.3739698
-0.1670756,0.3556139,-1.9153423
-0.180748,0.4534751,-1.361307
-0.0647661,0.2485223,-0.8743829
0.0395226,0.2012628,-0.3127537
0.0392121,0.0187135,0.0524649
0.1402152,-0.1435124,0.004044
0.1266529,-0.0709418,0.0673535
0.0235155,0.1245633,0.0515878
